,location,total_sqft,bath,balcony,price,bedrooms
1226,Marathahalli,1392,5,0,6161.05,1
1227,Whitefield,1019,4,0,4898.87,4
1228,Koramangala,1271,4,3,8012.73,5
1229,Jayanagar,1604,5,0,8614.82,5
1230,Koramangala,1086,1,0,7906.35,5
1231,Jayanagar,1576,2,3,9642.78,2
1232,Jayanagar,1625,3,0,10993.91,3
1233,Whitefield,1028,5,1,5694.43,3
1234,HSR Layout,1557,5,3,12539.45,1
1235,Electronic City,1252,1,3,4707.84,1
1236,Koramangala,831,1,3,5001.67,1
1237,Indira Nagar,900,2,3,5105.44,3
1238,Electronic City,1726,2,1,8721.19,3
1239,Jayanagar,1849,1,3,10864.83,5
1240,HSR Layout,1352,1,2,7986.41,4
1241,Jayanagar,1684,3,0,10723.59,5
1242,Koramangala,741,5,3,4908.42,2
1243,Electronic City,1006,1,1,3375.56,3
1244,HSR Layout,979,2,3,7436.71,4
1245,Jayanagar,1114,4,3,8865.98,3
1246,Koramangala,1134,4,0,7488.02,5
1247,Indira Nagar,1011,5,0,6875.99,2
1248,Indira Nagar,1361,4,3,9138.34,5
1249,BTM Layout,1401,1,0,6201.4,5
1250,Indira Nagar,825,4,3,4419.56,3
1251,Whitefield,1210,1,3,6263.26,2
1252,Whitefield,1282,2,1,8343.16,1
1253,Marathahalli,628,4,1,3084.16,1
1254,Whitefield,1011,3,3,6490.13,4
1255,Whitefield,1008,1,0,4245.58,1
1256,Indira Nagar,1647,4,3,14571.78,2
1257,HSR Layout,1040,3,3,6018.8,3
1258,Indira Nagar,1556,5,0,11424.12,5
1259,Whitefield,1426,4,0,6490.02,3
1260,HSR Layout,1093,2,1,7703.89,5
1261,Koramangala,1620,2,3,14174.03,5
1262,Koramangala,1682,3,3,11005.94,4
1263,Electronic City,1553,3,3,5449.55,5
1264,Indira Nagar,701,2,1,5082.4,1
1265,Whitefield,813,5,2,3953.6,1
1266,Electronic City,1734,1,2,8800.8,3
1267,BTM Layout,1099,3,0,6927.71,4
1268,Indira Nagar,1692,3,2,12948.35,2
1269,Jayanagar,1429,1,1,10513.42,4
1270,Whitefield,917,3,2,5528.51,2
1271,Jayanagar,1036,4,1,6791.1,2
1272,HSR Layout,950,5,3,6128.65,2
1273,Jayanagar,1542,4,3,10055.1,3
1274,Koramangala,1437,1,1,8207.17,2
1275,Koramangala,1121,5,0,9722.67,5
1276,Whitefield,1125,1,1,4733.19,5
1277,Whitefield,1399,5,2,8416.58,4
1278,Koramangala,1190,2,2,11556.1,5
1279,Whitefield,1806,4,2,8852.66,4
1280,Electronic City,1428,1,3,6678.84,4
1281,Koramangala,1517,5,0,8892.78,3
1282,Jayanagar,1452,2,0,10071.72,1
1283,HSR Layout,661,1,3,4739.95,1
1284,Electronic City,1664,5,3,5333.83,4
1285,Indira Nagar,1468,1,1,8128.93,5
1286,HSR Layout,1491,2,2,7963.88,2
1287,HSR Layout,935,1,3,5809.98,4
1288,Electronic City,1012,1,2,4054.02,1
1289,Jayanagar,1725,5,0,15438.29,4
1290,HSR Layout,1706,5,3,8634.08,3
1291,BTM Layout,1228,2,2,9309.1,4
1292,HSR Layout,1371,3,3,8133.78,2
1293,Whitefield,1857,2,2,10621.01,5
1294,Koramangala,1468,4,1,12649.75,1
1295,BTM Layout,1504,5,3,10135.68,2
1296,Koramangala,1171,2,3,7936.29,5
1297,Whitefield,1413,3,2,8093.4,2
1298,Whitefield,1300,3,3,7638.86,3
1299,BTM Layout,1686,1,0,9553.88,3
1300,Jayanagar,774,4,2,6679.91,2
1301,Koramangala,1688,2,0,14209.41,3
1302,Indira Nagar,1380,2,1,8481.38,5
1303,Electronic City,1463,1,3,7078.67,4
1304,Whitefield,1330,1,1,9479.35,4
1305,Whitefield,1332,2,3,8412.6,5
1306,Marathahalli,1965,2,1,9256.51,5
1307,BTM Layout,1093,4,0,7624.01,3
1308,Jayanagar,1678,2,0,9997.73,3
1309,HSR Layout,1107,4,3,5069.75,1
1310,BTM Layout,1543,2,3,8449.9,4
1311,Indira Nagar,795,3,3,4225.67,1
1312,Jayanagar,1533,5,3,9574.08,5
1313,Marathahalli,1819,4,3,10564.37,5
1314,Jayanagar,1469,2,2,7319.1,5
1315,Koramangala,1203,3,2,11669.07,2
1316,Whitefield,770,2,1,5322.81,2
1317,HSR Layout,1857,2,1,15519.38,4
1318,BTM Layout,1645,4,3,8025.4,4
1319,Indira Nagar,906,5,2,7152.47,3
1320,Whitefield,942,4,0,5691.85,1
1321,Whitefield,1373,3,2,7499.2,5
1322,BTM Layout,907,3,2,4404.78,1
1323,HSR Layout,802,2,1,5623.04,3
1324,Koramangala,1353,1,1,12753.4,4
1325,Indira Nagar,1373,1,2,7597.27,1
1326,Indira Nagar,1544,3,2,9014.24,1
1327,Jayanagar,1170,5,0,10043.58,1
1328,Koramangala,743,2,1,4346.89,1
1329,Jayanagar,1296,4,0,8923.16,1
1330,HSR Layout,1048,5,0,5390.96,1
1331,Electronic City,1474,5,2,6723.93,3
1332,Jayanagar,675,2,3,3471.84,1
1333,Electronic City,1148,1,1,4308.43,1
1334,BTM Layout,1147,2,2,7587.52,1
1335,Marathahalli,1453,3,1,7818.88,1
1336,HSR Layout,1910,1,3,9786.22,5
1337,Electronic City,1456,4,0,5899.86,5
1338,Whitefield,913,1,3,5348.92,3
1339,Electronic City,1441,4,1,4855.27,4
1340,Indira Nagar,1753,4,1,11016.89,5
1341,HSR Layout,1645,5,2,10504.35,2
1342,Marathahalli,1554,5,1,8503.17,2
1343,Jayanagar,1211,5,0,6168.34,1
1344,BTM Layout,1165,1,2,7543.45,3
1345,Whitefield,1746,5,1,8624.46,3
1346,HSR Layout,1481,5,1,7760.44,1
1347,Marathahalli,978,4,0,5889.04,1
1348,Whitefield,912,2,1,4569.17,1
1349,Marathahalli,1004,4,3,4534.99,1
1350,Jayanagar,808,2,1,5365.78,1
1351,Electronic City,1302,2,2,5946.57,5
1352,Whitefield,1721,5,0,9193.44,4
1353,Indira Nagar,1409,3,3,8987.85,1
1354,Indira Nagar,738,4,2,5991.61,1
1355,BTM Layout,1451,1,1,8901.87,2
1356,Koramangala,1382,4,1,9063.79,4
1357,BTM Layout,1564,2,1,10079.14,5
1358,HSR Layout,1405,2,1,11001.33,2
1359,Jayanagar,1897,2,0,14598.36,5
1360,Marathahalli,919,1,3,5811.95,1
1361,BTM Layout,963,4,0,6401.48,1
1362,BTM Layout,1420,1,1,7967.25,5
1363,Whitefield,872,1,1,4297.61,3
1364,BTM Layout,1428,4,3,9816.77,1
1365,Electronic City,1687,3,2,8754.31,3
1366,BTM Layout,802,4,0,5963.96,1
1367,Electronic City,1853,5,3,8543.82,5
1368,Whitefield,968,1,3,6598.88,4
1369,Jayanagar,752,1,3,5872.6,2
1370,Koramangala,1882,5,0,17061.42,4
1371,HSR Layout,1172,1,1,6074.83,5
1372,Marathahalli,1564,2,1,6978.85,3
1373,Koramangala,1095,1,3,6429.29,2
1374,BTM Layout,1290,2,2,5920.24,5
1375,HSR Layout,1312,3,0,9683.75,5
1376,Jayanagar,1558,3,2,10236.61,3
1377,Whitefield,1132,3,1,5030.75,3
1378,HSR Layout,936,1,2,7461.21,3
1379,BTM Layout,808,1,3,4054.78,3
1380,Indira Nagar,615,5,1,5959.26,1
1381,Indira Nagar,1407,2,1,10536.59,3
1382,Marathahalli,1515,1,1,5977.9,1
1383,Whitefield,1144,4,3,7224.26,2
1384,HSR Layout,1748,1,0,14376.35,4
1385,Marathahalli,946,1,3,5075.91,4
1386,Indira Nagar,1797,2,2,13704.88,5
1387,Koramangala,1158,5,3,9154.7,4
1388,HSR Layout,1887,2,2,11399.24,4
1389,Whitefield,820,5,2,5067.09,1
1390,Electronic City,1812,2,3,10428.51,4
1391,Whitefield,902,5,0,4080.48,4
1392,Whitefield,1109,3,3,4667.67,3
1393,Koramangala,1515,4,0,13228.57,2
1394,Electronic City,1121,4,3,4167.07,5
1395,Whitefield,1112,5,1,5152.35,1
1396,BTM Layout,1324,1,3,9279.83,5
1397,Jayanagar,1773,3,0,11236.78,4
1398,BTM Layout,914,3,0,6983.86,4
1399,Electronic City,1456,3,0,5446.44,2
1400,Jayanagar,1293,4,1,7664.0,2
1401,Koramangala,1268,2,3,7649.61,2
1402,Jayanagar,1354,2,3,8174.12,4
1403,Electronic City,1534,2,0,7077.97,3
1404,HSR Layout,1574,1,0,10024.75,4
1405,BTM Layout,961,2,0,6111.14,3
1406,Koramangala,1607,3,0,14185.79,2
1407,Koramangala,1520,4,2,12343.53,3
1408,Jayanagar,1511,4,1,11190.55,2
1409,BTM Layout,1403,2,0,6120.73,2
1410,Whitefield,873,2,0,5961.38,2
1411,Marathahalli,1078,3,1,6412.69,3
1412,HSR Layout,1485,3,0,7546.41,4
1413,Marathahalli,1598,4,0,7993.62,3
1414,Indira Nagar,1350,5,0,9496.13,1
1415,Indira Nagar,960,2,1,8940.55,3
1416,Jayanagar,1188,4,3,6929.36,4
1417,Jayanagar,816,4,3,6495.92,1
1418,BTM Layout,977,3,3,7109.81,3
1419,Whitefield,1476,3,0,6834.28,3
1420,Electronic City,1196,2,0,6812.48,3
1421,Koramangala,1824,5,0,15622.57,5
1422,HSR Layout,1378,5,1,8137.26,4
1423,Koramangala,971,5,1,5919.11,3
1424,Electronic City,1549,1,0,5743.02,1
1425,Electronic City,1360,1,2,4972.82,5
1426,Indira Nagar,730,3,3,6136.82,2
1427,HSR Layout,1261,4,3,10513.09,3
1428,Indira Nagar,1341,5,2,8865.58,5
1429,BTM Layout,1421,4,0,7153.25,4
1430,Koramangala,767,4,0,5364.32,2
1431,HSR Layout,1878,3,1,14460.6,4
1432,Jayanagar,1256,5,3,8373.81,1
1433,Jayanagar,1430,1,0,12401.13,1
1434,BTM Layout,1052,2,1,6713.8,5
1435,HSR Layout,893,2,3,6236.88,2
1436,Jayanagar,1153,2,1,7728.11,3
1437,Koramangala,1367,4,1,11362.81,4
1438,Whitefield,1030,4,3,6958.81,2
1439,Electronic City,1732,4,0,9930.06,3
1440,Jayanagar,1144,4,0,6322.58,2
1441,Koramangala,1906,5,0,15302.75,5
1442,Jayanagar,856,3,0,6071.12,2
1443,Whitefield,1304,4,0,6341.96,4
1444,Koramangala,1106,4,2,10277.32,1
1445,BTM Layout,656,1,1,4569.95,1
1446,Indira Nagar,1873,1,0,17138.63,5
1447,Whitefield,1278,2,2,4973.92,1
1448,Koramangala,1276,5,2,10233.4,2
1449,Indira Nagar,1149,2,2,6314.03,1
1450,Koramangala,1680,1,0,10475.51,4
1451,Whitefield,1344,1,0,5885.06,5
1452,Jayanagar,716,2,1,3983.79,2
1453,BTM Layout,1271,3,1,7243.34,3
1454,BTM Layout,931,4,1,5297.31,2
1455,HSR Layout,1883,4,2,14552.43,5
1456,Koramangala,1179,3,0,9416.94,4
1457,Whitefield,1598,5,1,10416.02,1
1458,Jayanagar,1432,4,1,10949.61,4
1459,Marathahalli,923,2,1,4969.46,4
1460,Jayanagar,997,5,2,6544.73,2
1461,Indira Nagar,1186,2,0,9995.26,1
1462,BTM Layout,1589,4,1,12367.33,4
1463,Koramangala,1030,4,2,6132.5,3
1464,Marathahalli,988,3,3,4045.07,2
1465,Jayanagar,1377,5,2,12457.3,3
1466,Electronic City,823,2,0,4130.95,2
1467,HSR Layout,606,1,2,3490.44,1
1468,Jayanagar,817,3,3,4686.15,1
1469,Indira Nagar,1853,2,2,11268.51,5
1470,Marathahalli,944,1,3,4607.58,2
1471,Jayanagar,1133,4,1,7369.37,5
1472,Indira Nagar,1255,3,0,8220.18,2
1473,BTM Layout,1510,3,1,10326.36,2
1474,BTM Layout,1646,3,2,12400.03,4
1475,Electronic City,1031,3,2,3630.25,5
1476,Indira Nagar,1165,1,3,9000.18,1
1477,BTM Layout,1675,4,1,9159.21,3
1478,HSR Layout,1155,2,2,7088.11,1
1479,Marathahalli,818,1,3,3822.74,2
1480,BTM Layout,1266,3,0,8904.69,2
1481,Koramangala,816,4,0,7411.3,3
1482,Indira Nagar,883,5,0,8465.16,1
1483,HSR Layout,903,5,1,6141.73,3
1484,Koramangala,976,5,0,10142.91,2
1485,HSR Layout,1372,1,3,9868.48,2
1486,HSR Layout,810,1,1,6729.35,3
1487,Koramangala,1022,2,1,9335.93,4
1488,Jayanagar,1033,5,1,6053.7,5
1489,Jayanagar,1581,3,1,11226.18,1
1490,Electronic City,1734,3,1,9066.06,4
1491,Electronic City,1320,4,2,4451.42,3
1492,Marathahalli,1386,4,0,5766.59,5
1493,Indira Nagar,1539,5,3,13258.46,3
1494,Electronic City,1131,5,3,6151.23,2
1495,HSR Layout,1666,4,2,11396.84,2
1496,HSR Layout,1396,1,1,9764.15,1
1497,BTM Layout,967,2,2,5886.86,3
1498,HSR Layout,952,5,3,4405.42,3
1499,Jayanagar,1195,5,3,7392.31,1
1500,Koramangala,958,4,2,8995.87,2
1501,HSR Layout,816,1,0,4367.42,3
1502,BTM Layout,1325,4,2,6673.63,1
1503,Whitefield,1374,1,3,9460.92,2
1504,Jayanagar,1369,5,1,10875.75,4
1505,HSR Layout,1409,2,0,11461.11,2
1506,Indira Nagar,1638,3,0,11386.67,5
1507,BTM Layout,1872,1,0,11887.81,5
1508,HSR Layout,924,2,0,4966.88,4
1509,Koramangala,1879,4,1,16012.86,4
1510,BTM Layout,1616,4,1,12102.75,2
1511,BTM Layout,1639,4,0,7533.51,3
1512,Koramangala,877,1,2,5505.98,2
1513,Indira Nagar,1431,5,0,10752.36,1
1514,Whitefield,1328,4,3,5490.24,2
1515,Marathahalli,1534,2,1,9314.23,5
1516,HSR Layout,1159,1,0,8776.37,4
1517,BTM Layout,1212,3,1,9408.68,4
1518,BTM Layout,1106,2,1,7207.75,4
1519,Electronic City,874,5,1,3726.64,1
1520,Marathahalli,1303,2,1,5196.72,5
1521,Koramangala,1246,2,2,10127.62,1
1522,Whitefield,1573,2,3,9112.83,2
1523,Marathahalli,1781,4,2,9790.04,4
1524,HSR Layout,1067,5,2,8055.33,3
1525,BTM Layout,712,3,0,3563.83,2
1526,Indira Nagar,1476,5,0,12278.94,3
1527,HSR Layout,955,4,3,5733.18,1
1528,Electronic City,1818,4,0,6925.3,4
1529,Whitefield,1488,4,1,8535.82,4
1530,HSR Layout,1421,4,1,11891.81,4
1531,Whitefield,1181,5,3,6412.91,4
1532,Jayanagar,1232,1,1,9119.76,4
1533,Jayanagar,1281,2,0,8946.59,4
1534,Jayanagar,1071,4,1,6685.3,1
1535,HSR Layout,1258,1,1,5767.47,3
1536,Whitefield,1150,1,3,6534.69,3
1537,Electronic City,1687,4,1,6752.5,2
1538,Jayanagar,993,4,2,7907.39,4
1539,Koramangala,1422,3,0,12680.54,5
1540,BTM Layout,1201,5,2,7738.48,1
1541,Koramangala,1035,2,1,10449.33,5
1542,Koramangala,971,5,3,7253.48,1
1543,Electronic City,1103,2,3,5206.26,3
1544,Marathahalli,924,4,3,4121.47,3
1545,HSR Layout,1782,2,1,12878.31,5
1546,Electronic City,1161,2,0,4745.62,3
1547,BTM Layout,1230,3,2,5918.06,3
1548,HSR Layout,1236,1,0,8612.86,2
1549,Electronic City,1037,5,0,4002.29,5
1550,Marathahalli,1585,1,1,6882.49,2
1551,Indira Nagar,1803,3,2,16876.56,4
1552,Jayanagar,1787,5,1,11681.16,5
1553,HSR Layout,1832,4,3,12904.32,4
1554,HSR Layout,627,3,2,5068.27,1
1555,Indira Nagar,1241,5,0,10981.14,5
1556,Whitefield,1912,1,0,13585.5,5
1557,HSR Layout,1460,4,2,7562.09,2
1558,Electronic City,1488,3,1,5694.8,5
1559,Jayanagar,1122,5,0,5802.41,3
1560,Whitefield,1993,3,1,8223.18,5
1561,Electronic City,1838,1,2,7537.3,5
1562,Whitefield,1839,2,3,13114.42,4
1563,Whitefield,1356,4,3,5574.99,2
1564,Indira Nagar,1351,3,2,12669.26,5
1565,Jayanagar,1356,1,3,7485.81,5
1566,Jayanagar,721,1,0,5578.74,2
1567,Electronic City,1193,3,2,6369.39,4
1568,Marathahalli,916,3,0,4639.83,1
1569,Electronic City,1968,2,1,10986.29,5
1570,Marathahalli,744,5,3,4389.55,2
1571,Marathahalli,935,5,1,4298.22,3
1572,Marathahalli,1413,4,1,5539.98,1
1573,Koramangala,1262,1,0,8019.95,3
1574,Electronic City,1358,2,3,4580.93,2
1575,BTM Layout,1362,2,0,6460.61,2
1576,Whitefield,1918,2,2,13306.31,5
1577,Indira Nagar,803,2,1,6606.79,1
1578,Whitefield,1693,2,0,9279.51,5
1579,HSR Layout,1147,1,3,9064.4,4
1580,Jayanagar,1445,5,3,8071.68,1
1581,Koramangala,1074,1,2,9607.81,3
1582,HSR Layout,1715,1,2,11701.13,3
1583,Jayanagar,1458,5,2,9737.27,4
1584,Electronic City,1374,3,1,5833.41,3
1585,Koramangala,1355,2,0,8444.65,1
1586,Indira Nagar,854,1,0,8191.6,2
1587,Jayanagar,1212,5,0,8165.33,1
1588,Marathahalli,638,3,2,2699.73,1
1589,HSR Layout,1616,5,3,10504.97,5
1590,Marathahalli,1595,3,0,10338.57,4
1591,BTM Layout,1242,5,0,7128.6,2
1592,Jayanagar,679,2,0,5428.25,1
1593,Marathahalli,1373,3,0,5182.65,2
1594,Jayanagar,1439,1,3,8777.41,4
1595,Marathahalli,1679,1,2,10447.9,5
1596,BTM Layout,1429,4,0,7515.0,5
1597,Whitefield,960,1,0,5687.88,4
1598,Indira Nagar,1902,2,1,15584.11,5
1599,Indira Nagar,1334,3,2,10297.44,2
1600,HSR Layout,1070,1,3,6680.87,1
1601,Indira Nagar,1160,2,2,9194.46,4
1602,Whitefield,1480,2,1,8695.5,1
1603,BTM Layout,901,2,0,4986.81,4
1604,Indira Nagar,1539,1,0,11844.41,2
1605,Jayanagar,855,2,0,6656.06,2
1606,Jayanagar,1130,3,2,6454.95,5
1607,Marathahalli,961,5,3,4345.74,3
1608,Electronic City,1464,2,3,7263.8,1
1609,BTM Layout,1802,4,2,9527.51,5
1610,HSR Layout,1673,1,0,11462.08,4
1611,HSR Layout,1538,3,3,12683.7,2
1612,Koramangala,1077,3,0,6348.77,1
1613,Indira Nagar,1597,3,2,8525.12,1
1614,Koramangala,822,4,1,7964.62,2
1615,Electronic City,772,4,2,3045.93,2
1616,Indira Nagar,1514,2,2,10115.84,5
1617,Jayanagar,1223,4,0,9247.15,1
1618,Electronic City,1029,1,0,5599.21,1
1619,Marathahalli,814,4,1,4131.42,3
1620,Electronic City,1324,2,1,5960.84,1
1621,Marathahalli,1489,4,3,9200.21,4
1622,Electronic City,1480,2,2,6592.56,1
1623,HSR Layout,1655,5,1,13518.55,3
1624,Whitefield,976,5,0,6956.96,1
1625,Whitefield,714,5,3,4374.86,1
1626,Jayanagar,1449,1,0,10558.13,3
1627,Electronic City,754,4,1,3643.95,1
1628,Whitefield,1969,4,2,11757.18,5
1629,Marathahalli,898,5,3,5107.49,1
1630,Koramangala,1189,3,1,7595.9,1
1631,Marathahalli,1111,3,0,5394.44,3
1632,Indira Nagar,1907,2,0,11303.36,5
1633,HSR Layout,1176,4,0,8486.96,5
1634,Electronic City,1039,3,1,5290.33,5
1635,HSR Layout,951,3,1,6143.86,3
1636,Marathahalli,1061,5,3,4968.13,1
1637,Indira Nagar,1417,2,0,9207.23,2
1638,HSR Layout,1042,3,2,5328.7,4
1639,Koramangala,1275,5,2,9005.19,4
1640,Jayanagar,1657,4,2,13336.77,3
1641,BTM Layout,1138,5,2,6191.71,5
1642,Whitefield,1200,3,3,5363.26,3
1643,Marathahalli,1796,5,1,6326.39,3
1644,Marathahalli,1768,5,2,8956.42,5
1645,HSR Layout,1362,3,2,7408.14,2
1646,Whitefield,1833,2,3,9924.08,4
1647,BTM Layout,1754,1,2,7636.24,3
1648,HSR Layout,1439,4,2,11868.5,2
1649,Indira Nagar,1476,1,3,12226.95,2
1650,Marathahalli,1344,3,2,7178.51,5
1651,Whitefield,984,4,2,4806.39,3
1652,Indira Nagar,1105,2,2,9221.71,4
1653,BTM Layout,1465,3,1,6956.74,2
1654,Marathahalli,1060,5,3,5628.43,5
1655,HSR Layout,1086,1,2,8971.92,4
1656,Indira Nagar,807,1,2,6239.35,2
1657,Jayanagar,972,4,1,5618.31,2
1658,Marathahalli,1829,1,2,9856.77,5
1659,BTM Layout,1267,3,2,5550.72,1
1660,Whitefield,991,2,2,5366.05,3
1661,Marathahalli,1616,5,3,10361.08,2
1662,BTM Layout,1601,4,2,10178.75,3
1663,Marathahalli,1267,3,3,5698.86,4
1664,Electronic City,891,3,0,4632.17,2
1665,BTM Layout,1961,1,0,12293.69,5
1666,Electronic City,1200,4,0,6288.66,1
1667,Koramangala,1468,1,3,10717.06,3
1668,Whitefield,1426,1,2,6927.18,3
1669,Whitefield,1272,3,1,7579.39,2
1670,HSR Layout,1721,5,2,14426.57,3
1671,Koramangala,1551,4,0,12410.77,4
1672,Jayanagar,1027,3,2,6955.17,2
1673,BTM Layout,1189,4,2,8066.51,1
1674,Electronic City,1282,4,2,7085.94,2
1675,Electronic City,762,5,2,4228.45,1
1676,BTM Layout,691,2,3,3666.05,1
1677,Koramangala,857,2,0,4869.39,3
1678,HSR Layout,1065,1,0,5686.39,1
1679,Marathahalli,1257,2,0,6293.24,3
1680,BTM Layout,1650,2,0,10487.78,4
1681,Jayanagar,601,5,0,5097.32,1
1682,Koramangala,1480,1,1,9357.33,3
1683,HSR Layout,1142,5,1,9295.45,2
1684,Whitefield,1722,4,3,7586.69,4
1685,Electronic City,1028,1,0,4750.21,5
1686,Marathahalli,1049,1,1,6339.23,4
1687,Jayanagar,1331,5,0,12100.62,4
1688,HSR Layout,1563,2,2,13129.93,2
1689,Indira Nagar,1617,4,2,10124.73,4
1690,Electronic City,1200,3,0,5806.11,4
1691,Marathahalli,702,1,1,4270.43,2
1692,Whitefield,1193,2,1,5323.08,1
1693,Marathahalli,1756,1,2,11344.43,3
1694,HSR Layout,1689,4,1,12236.54,3
1695,BTM Layout,1476,4,3,10955.47,1
1696,Electronic City,797,5,1,4233.22,2
1697,Electronic City,1755,3,2,6158.37,5
1698,Marathahalli,965,4,0,6121.1,4
1699,HSR Layout,1833,1,2,8840.68,5
1700,BTM Layout,1367,2,3,9078.16,2
1701,Whitefield,1114,2,2,6375.55,3
1702,Koramangala,940,4,1,8646.83,4
1703,Koramangala,1210,4,3,10584.74,4
1704,Koramangala,1393,2,0,12703.32,2
1705,Jayanagar,1073,2,3,6907.11,5
1706,HSR Layout,869,2,2,4392.42,2
1707,HSR Layout,1070,4,2,6291.27,1
1708,Jayanagar,1663,4,2,9348.36,5
1709,HSR Layout,1659,5,0,13230.47,3
1710,Whitefield,1419,2,1,9453.5,2
1711,Indira Nagar,690,3,1,4956.65,1
1712,Electronic City,1315,5,3,5577.0,2
1713,Koramangala,1476,1,1,14422.69,3
1714,Jayanagar,1142,1,2,6942.65,1
1715,Jayanagar,1571,5,3,8910.53,2
1716,Koramangala,1190,4,1,10891.82,2
1717,HSR Layout,1359,1,3,6701.2,2
1718,Whitefield,1307,2,1,6338.69,2
1719,Jayanagar,1412,4,2,10643.87,1
1720,Electronic City,1449,3,0,5955.2,1
1721,Jayanagar,1728,2,2,10779.48,3
1722,BTM Layout,1178,1,1,5208.32,5
1723,Electronic City,1112,4,0,5274.6,2
1724,HSR Layout,1053,2,1,5444.44,5
1725,BTM Layout,1403,1,2,10301.48,3
1726,Marathahalli,1576,4,2,8091.66,5
1727,Koramangala,677,3,3,5139.29,1
1728,BTM Layout,1133,3,3,7048.58,2
1729,BTM Layout,1583,4,1,6851.86,4
1730,BTM Layout,1052,2,1,6408.67,5
1731,Marathahalli,1677,2,0,9086.39,3
1732,Indira Nagar,1754,5,0,9437.26,4
1733,Marathahalli,935,4,2,4096.76,4
1734,BTM Layout,1393,1,2,8714.06,4
1735,HSR Layout,737,2,3,5893.48,1
1736,BTM Layout,1432,3,3,6065.4,3
1737,BTM Layout,1574,3,2,11524.61,5
1738,Jayanagar,1412,3,0,11002.89,3
1739,Koramangala,754,2,0,7790.51,2
1740,BTM Layout,1336,2,2,9235.46,4
1741,Marathahalli,1324,4,1,8069.25,2
1742,Jayanagar,998,1,2,5384.69,2
1743,Whitefield,1723,5,0,8633.47,3
1744,HSR Layout,1761,5,1,12345.31,4
1745,Koramangala,1030,5,2,8895.87,5
1746,Marathahalli,1450,1,3,5120.83,5
1747,Electronic City,1001,5,0,3847.64,5
1748,Jayanagar,1368,5,0,7893.19,1
1749,Koramangala,1685,1,0,14526.22,5
1750,Whitefield,1637,1,3,9000.31,2
1751,Jayanagar,1113,2,3,7674.01,4
1752,Indira Nagar,1903,4,1,15188.19,5
1753,Koramangala,1156,3,0,9730.5,3
1754,Jayanagar,845,2,2,4301.25,2
1755,Indira Nagar,898,2,2,4875.56,1
1756,Jayanagar,1171,4,3,7182.73,2
1757,BTM Layout,1470,1,3,6273.38,1
1758,Koramangala,1651,3,0,14523.71,5
1759,Koramangala,1053,3,3,6443.53,1
1760,BTM Layout,1245,1,1,7840.84,4
1761,Marathahalli,876,4,3,5001.8,2
1762,Koramangala,1042,5,2,8324.27,3
1763,Koramangala,716,5,3,7118.72,2
1764,Electronic City,1460,2,0,5939.28,5
1765,Jayanagar,1306,2,2,11667.09,5
1766,Koramangala,1064,3,2,8192.68,3
1767,Koramangala,1189,5,2,9794.31,4
1768,Whitefield,1225,4,3,6845.04,5
1769,Whitefield,1230,1,1,8498.73,3
1770,Jayanagar,872,3,3,7568.96,3
1771,Electronic City,1548,3,2,6385.15,4
1772,BTM Layout,722,4,2,4368.72,1
1773,HSR Layout,1232,3,2,10106.87,4
1774,HSR Layout,825,2,3,4054.07,2
1775,BTM Layout,1506,2,0,11654.06,2
1776,Marathahalli,1159,1,1,5450.9,4
1777,Koramangala,1316,5,2,11098.21,4
1778,Whitefield,1253,3,0,7929.08,3
1779,Marathahalli,1115,5,2,4981.55,1
1780,Indira Nagar,969,5,2,7430.16,1
1781,Indira Nagar,855,1,2,8078.25,1
1782,Indira Nagar,833,5,1,5575.4,1
1783,Koramangala,1916,5,2,13520.74,5
1784,Koramangala,1436,4,0,9652.57,3
1785,Koramangala,1211,1,1,8041.13,1
1786,HSR Layout,1589,1,0,11969.57,2
1787,Whitefield,1877,3,0,12745.92,4
1788,Indira Nagar,772,1,2,6918.68,1
1789,HSR Layout,1760,1,0,11358.12,3
1790,Indira Nagar,1519,5,2,11521.43,5
1791,Whitefield,1788,3,1,8251.69,4
1792,Electronic City,1302,2,2,4625.96,1
1793,Koramangala,1127,4,1,10469.35,3
1794,Electronic City,1033,4,3,4744.6,5
1795,Electronic City,1316,5,2,6687.09,2
1796,Marathahalli,1185,1,1,6733.5,3
1797,BTM Layout,1681,3,1,7724.55,2
1798,Jayanagar,1735,2,2,14955.73,5
1799,HSR Layout,1427,4,2,6836.75,2
1800,Electronic City,1562,3,0,5491.99,5
1801,HSR Layout,1348,5,2,8789.24,4
1802,HSR Layout,635,2,3,3707.5,1
1803,Indira Nagar,1618,4,3,15327.34,3
1804,Electronic City,750,2,3,4370.53,1
1805,Electronic City,1661,4,1,9382.92,2
1806,Koramangala,1511,3,0,10701.62,3
1807,Electronic City,711,4,0,4029.4,2
1808,BTM Layout,1102,2,3,6080.36,4
1809,BTM Layout,1772,1,1,11690.45,5
1810,BTM Layout,631,3,1,3340.91,1
1811,Jayanagar,888,4,2,5865.04,2
1812,Jayanagar,1109,3,3,8933.0,5
1813,HSR Layout,791,4,0,3751.04,2
1814,Indira Nagar,1244,5,3,9508.69,2
1815,Marathahalli,1815,5,2,9698.7,4
1816,BTM Layout,1347,1,0,6706.3,4
1817,Indira Nagar,1869,1,3,12314.93,4
1818,Jayanagar,1298,5,1,7203.8,1
1819,Koramangala,1174,5,3,8383.37,5
